pr_number,url,title,state,merged,author,created_at,merged_at,labels,files_changed,additions,deletions,changed_files_sample,score,needs_docs,confidence,signals
2539,https://github.com/NVIDIA/infra-controller/pull/2539,feat(rest-api): Add DPU machine retrieval endpoint,closed,True,parmani-nv,2026-06-12T21:40:15Z,2026-06-29T21:38:54Z,,94,7691,199,rest-api/Makefile|rest-api/api/pkg/api/handler/machine.go|rest-api/api/pkg/api/handler/machine_test.go|rest-api/api/pkg/api/model/dpumachine.go|rest-api/api/pkg/api/model/dpumachine_test.go|rest-api/api/pkg/api/model/machine.go|rest-api/api/pkg/api/routes.go|rest-api/api/pkg/api/routes_test.go,11,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:6|weak-keywords:1
2544,https://github.com/NVIDIA/infra-controller/pull/2544,feat(rest-api): Remove firmware_version from expected inventory APIs,closed,True,kunzhao-nv,2026-06-12T22:47:00Z,2026-06-12T23:56:01Z,,29,9,655,rest-api/api/pkg/api/handler/expectedmachine.go|rest-api/api/pkg/api/handler/expectedpowershelf.go|rest-api/api/pkg/api/handler/expectedswitch.go|rest-api/api/pkg/api/model/expectedmachine.go|rest-api/api/pkg/api/model/expectedpowershelf.go|rest-api/api/pkg/api/model/expectedswitch.go|rest-api/db/pkg/db/model/expectedmachine.go|rest-api/db/pkg/db/model/expectedmachine_test.go,11,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:7|weak-keywords:2|negative-keywords:1
2586,https://github.com/NVIDIA/infra-controller/pull/2586,feat(errors): add operator error schema,closed,True,osu,2026-06-15T01:33:00Z,2026-06-29T19:11:56Z,,16,1635,502,AGENTS.md|Cargo.lock|crates/admin-cli/src/site_explorer/get_report/cmd.rs|crates/api-core/src/errors.rs|crates/api-model/src/errors.rs|crates/api-model/src/site_explorer/mod.rs|crates/api-web/Cargo.toml|crates/api-web/src/explored_endpoint.rs,11,yes,high,high-signal-path|ops/config-path|proto-change|config-or-schema-file|non-doc-markdown-only-hint|strong-keywords:9|weak-keywords:1|negative-keywords:3
2590,https://github.com/NVIDIA/infra-controller/pull/2590,feat: dpf: Display DPF disabled warning.,closed,True,abvarshney-nv,2026-06-15T05:44:23Z,2026-06-15T19:21:16Z,,11,133,7,crates/admin-cli/src/managed_host/show/cmd.rs|crates/api-core/src/setup.rs|crates/api-model/src/machine/mod.rs|crates/api-web/src/managed_host.rs|crates/api-web/templates/managed_host_individual_table.html|crates/api-web/templates/managed_host_show.html|crates/machine-controller/src/handler.rs|crates/rpc-utils/src/managed_host_display.rs,11,yes,high,high-signal-path|proto-change|strong-keywords:8|weak-keywords:1|negative-keywords:1
2619,https://github.com/NVIDIA/infra-controller/pull/2619,fix: Record null status observations when connectivity to NMX-C canno…,closed,True,rtamma-nv,2026-06-16T02:25:36Z,2026-06-16T14:57:58Z,,9,502,6,crates/admin-cli/src/browse/nmxc/args.rs|crates/api-core/src/handlers/nmxc_browse.rs|crates/api-core/src/tests/nvl_instance.rs|crates/api-db/src/machine.rs|crates/api-web/src/nmxc_browser.rs|crates/api-web/templates/nmxc_browser.html|crates/nvlink-manager/src/lib.rs|crates/nvlink-manager/src/metrics.rs,11,yes,high,high-signal-path|proto-change|strong-keywords:8|weak-keywords:1|negative-keywords:1
2651,https://github.com/NVIDIA/infra-controller/pull/2651,feat(machine-validation): M1: Add machine validation execution tracking foundation,closed,True,sunilkumar-nvidia,2026-06-16T17:46:06Z,2026-06-22T15:14:03Z,,16,1861,14,crates/api-core/src/api.rs|crates/api-core/src/auth/internal_rbac_rules.rs|crates/api-core/src/handlers/machine_validation.rs|crates/api-core/src/machine_validation/mod.rs|crates/api-core/src/tests/common/api_fixtures/mod.rs|crates/api-core/src/tests/machine_validation.rs|crates/api-db/migrations/20260613120000_machine_validation_execution_foundation.sql|crates/api-db/src/lib.rs,11,yes,high,high-signal-path|proto-change|config-or-schema-file|strong-keywords:10|weak-keywords:1|negative-keywords:2
2672,https://github.com/NVIDIA/infra-controller/pull/2672,"change(api,dhcp): new proto types, migrations & dual-stack NetworkDef…",closed,True,bcavnvidia,2026-06-17T00:23:57Z,2026-06-17T20:39:37Z,,37,638,17,crates/agent/src/dhcp_server_grpc_client.rs|crates/agent/src/ethernet_virtualization.rs|crates/api-core/src/cfg/README.md|crates/api-core/src/cfg/file.rs|crates/api-core/src/db_init.rs|crates/api-core/src/dhcp/discover.rs|crates/api-core/src/handlers/machine_interface_address.rs|crates/api-core/src/network_segment/allocate.rs,11,yes,high,high-signal-path|proto-change|config-or-schema-file|non-doc-markdown-only-hint|strong-keywords:9|weak-keywords:1|negative-keywords:1
2747,https://github.com/NVIDIA/infra-controller/pull/2747,feat: declare a host NIC's network segment type directly,closed,True,chet,2026-06-22T07:00:39Z,2026-06-23T15:01:03Z,,8,232,19,crates/admin-cli/src/expected_machines/add/args.rs|crates/api-core/src/tests/expected_machine.rs|crates/api-core/src/tests/machine_dhcp.rs|crates/api-db/src/machine_interface.rs|crates/api-model/src/expected_machine.rs|crates/rpc/proto/forge.proto|crates/rpc/src/model/expected_machine.rs|crates/site-explorer/tests/reconcile.rs,11,yes,high,high-signal-path|proto-change|strong-keywords:4|weak-keywords:1|negative-keywords:1
2757,https://github.com/NVIDIA/infra-controller/pull/2757,feat(site-explorer): report Mellanox firmware from explored data,closed,True,chet,2026-06-22T17:55:19Z,2026-06-23T17:30:37Z,,13,956,4,crates/admin-cli/src/site_explorer/mlx_devices/args.rs|crates/admin-cli/src/site_explorer/mlx_devices/cmd.rs|crates/admin-cli/src/site_explorer/mlx_devices/mod.rs|crates/admin-cli/src/site_explorer/mod.rs|crates/api-core/src/api.rs|crates/api-core/src/auth/internal_rbac_rules.rs|crates/api-core/src/handlers/site_explorer.rs|crates/api-core/src/tests/explored_mlx_devices.rs,11,yes,high,high-signal-path|proto-change|strong-keywords:4
2813,https://github.com/NVIDIA/infra-controller/pull/2813,fix(helm): correct boot-artifacts mount path and remove readOnly,closed,True,shayan1995,2026-06-23T19:42:08Z,2026-06-24T17:37:22Z,,8,50,56,deploy/components/boot-artifacts-containers/patch-boot-artifacts.yaml|helm/charts/nico-api/templates/deployment.yaml|helm/charts/nico-api/tests/boot_artifacts_test.yaml|helm/charts/nico-api/values.yaml|helm/charts/nico-pxe/templates/deployment.yaml|helm/charts/nico-pxe/tests/boot_artifacts_test.yaml|helm/charts/nico-pxe/values.yaml|helm/examples/values-full.yaml,11,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:5|weak-keywords:2|negative-keywords:1
2838,https://github.com/NVIDIA/infra-controller/pull/2838,feat(machine-validation): Implement M2 machine validation heartbeat recovery,closed,True,sunilkumar-nvidia,2026-06-24T10:26:33Z,2026-06-26T04:39:37Z,,13,1220,30,crates/api-core/src/api.rs|crates/api-core/src/auth/internal_rbac_rules.rs|crates/api-core/src/handlers/machine_validation.rs|crates/api-core/src/machine_validation/mod.rs|crates/api-core/src/tests/machine_validation.rs|crates/api-db/migrations/20260624120000_machine_validation_heartbeat_recovery.sql|crates/api-db/src/machine_validation.rs|crates/api-db/src/machine_validation_execution.rs,11,yes,high,high-signal-path|proto-change|config-or-schema-file|strong-keywords:11|weak-keywords:1|negative-keywords:2
2905,https://github.com/NVIDIA/infra-controller/pull/2905,fix(rest-api): Allow correct indices for Interface virtual function ID,closed,True,thossain-nv,2026-06-26T01:08:03Z,2026-06-26T22:30:33Z,,5,54,17,rest-api/api/pkg/api/model/interface.go|rest-api/api/pkg/api/model/interface_test.go|rest-api/docs/index.html|rest-api/openapi/oasdiff-breaking-changes-ignore.txt|rest-api/openapi/spec.yaml,11,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:3|weak-keywords:2
2993,https://github.com/NVIDIA/infra-controller/pull/2993,feat(rest-api): Allow users to specify UUID when creating Network Security Group,closed,True,bcavnvidia,2026-06-29T21:58:05Z,2026-06-29T22:54:36Z,,42,279,65,rest-api/api/pkg/api/handler/networksecuritygroup.go|rest-api/api/pkg/api/handler/networksecuritygroup_test.go|rest-api/api/pkg/api/model/networksecuritygroup.go|rest-api/api/pkg/api/model/networksecuritygroup_test.go|rest-api/docs/index.html|rest-api/openapi/spec.yaml|rest-api/sdk/standard/client.go|rest-api/sdk/standard/model_batch_instance_create_request.go,11,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:8|weak-keywords:2|negative-keywords:1
3002,https://github.com/NVIDIA/infra-controller/pull/3002,"feat(rest-api): Add API model, endpoints for host firmware config management",closed,True,nvlitagaki,2026-06-30T01:44:55Z,2026-06-30T20:34:54Z,,12,1860,99,rest-api/api/pkg/api/handler/bmccredential.go|rest-api/api/pkg/api/handler/hostfirmwareconfig.go|rest-api/api/pkg/api/handler/hostfirmwareconfig_test.go|rest-api/api/pkg/api/handler/util/common/common.go|rest-api/api/pkg/api/handler/util/common/common_test.go|rest-api/api/pkg/api/model/hostfirmwareconfig.go|rest-api/api/pkg/api/model/hostfirmwareconfig_test.go|rest-api/api/pkg/api/model/util/validation.go,11,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:8|weak-keywords:2|negative-keywords:1
2141,https://github.com/NVIDIA/infra-controller/pull/2141,chore(rest-api): Update Go module path to match unified repo path,closed,True,thossain-nv,2026-06-03T00:14:30Z,2026-06-04T01:21:15Z,,1218,6560,6994,rest-api/.github/ISSUE_TEMPLATE/bug_report_form.yml|rest-api/.github/ISSUE_TEMPLATE/config.yml|rest-api/.github/ISSUE_TEMPLATE/documentation_request_correction.yml|rest-api/.github/ISSUE_TEMPLATE/documentation_request_new.yml|rest-api/.github/ISSUE_TEMPLATE/feature_request_form.yml|rest-api/AGENTS.md|rest-api/CHANGELOG.md|rest-api/CONTRIBUTING.md,10,yes,high,high-signal-path|ops/config-path|proto-change|config-or-schema-file|non-doc-markdown-only-hint|strong-keywords:1|weak-keywords:2|negative-keywords:2
2150,https://github.com/NVIDIA/infra-controller/pull/2150,fix(rest-api): Populate RoutingProfileType directly from the controller value,closed,True,bcavnvidia,2026-06-03T01:51:35Z,2026-06-03T17:19:28Z,,1,4,0,rest-api/workflow/pkg/activity/tenant/tenant.go,10,yes,high,high-signal-path|ops/config-path|strong-keywords:7|weak-keywords:2|negative-keywords:1
2249,https://github.com/NVIDIA/infra-controller/pull/2249,feat(helm): add opt-in legacy carbide/forge name aliases for nico-api…,closed,True,shayan1995,2026-06-05T17:35:12Z,2026-06-05T19:51:53Z,,4,146,0,helm/charts/nico-api/templates/legacy-alias-service.yaml|helm/charts/nico-api/values.yaml|helm/charts/nico-pxe/templates/legacy-alias-service.yaml|helm/charts/nico-pxe/values.yaml,10,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:6|weak-keywords:1|negative-keywords:1
2342,https://github.com/NVIDIA/infra-controller/pull/2342,"fix(rest-api): Treat instance status consistently across reporting, filtering, and statistics",closed,True,nvlitagaki,2026-06-09T20:25:59Z,2026-06-12T16:43:39Z,,42,565,164,rest-api/api/internal/config/logger.go|rest-api/api/internal/config/logger_test.go|rest-api/api/pkg/api/handler/tenant.go|rest-api/api/pkg/api/model/instance.go|rest-api/api/pkg/api/model/instance_test.go|rest-api/api/pkg/api/model/tenant.go|rest-api/db/pkg/db/model/instance.go|rest-api/db/pkg/db/model/instance_test.go,10,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:7|weak-keywords:1|negative-keywords:1
2467,https://github.com/NVIDIA/infra-controller/pull/2467,feat(rest-api): Add DPU target for Tray firmware update API,closed,True,kunzhao-nv,2026-06-11T08:22:10Z,2026-06-13T01:09:46Z,,19,1764,70,Cargo.lock|rest-api/api/pkg/api/model/firmware.go|rest-api/docs/index.html|rest-api/flow/internal/nicoapi/grpc.go|rest-api/flow/internal/nicoapi/mock.go|rest-api/flow/internal/nicoapi/mod.go|rest-api/flow/internal/task/componentmanager/compute/common/dpureprov/dpureprov.go|rest-api/flow/internal/task/componentmanager/compute/common/dpureprov/dpureprov_test.go,10,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:9|weak-keywords:2|negative-keywords:2
2491,https://github.com/NVIDIA/infra-controller/pull/2491,feat: Set component leak_status from leak-detection loop in Flow,closed,True,kunzhao-nv,2026-06-11T22:15:14Z,2026-06-12T19:00:42Z,,9,155,12,rest-api/flow/internal/db/migrations/20260611150000_component_leak_status.down.sql|rest-api/flow/internal/db/migrations/20260611150000_component_leak_status.up.sql|rest-api/flow/internal/db/model/component.go|rest-api/flow/internal/scheduler/jobs/inventorysync/expected_mirror_component.go|rest-api/flow/internal/scheduler/jobs/leakdetection/job.go|rest-api/flow/internal/scheduler/jobs/leakdetection/leakdetection.go|rest-api/flow/internal/scheduler/jobs/leakdetection/leakdetection_test.go|rest-api/flow/internal/service/service.go,10,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:6|weak-keywords:1|negative-keywords:1
2548,https://github.com/NVIDIA/infra-controller/pull/2548,[#2060] fix: rename forge.local to nico.local,closed,True,prbinu-nvidia,2026-06-13T00:20:10Z,2026-06-16T21:16:33Z,,5,24,12,crates/bmc-proxy/src/config.rs|crates/secrets/src/forge_vault.rs|dev/mac-local-dev/carbide-api-config.toml|dev/mac-local-dev/run-carbide-api.sh|helm/examples/carbide-legacy.yaml,10,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:9|weak-keywords:1|negative-keywords:1
2591,https://github.com/NVIDIA/infra-controller/pull/2591,feat: Add Site Explorer run status to admin UI,closed,True,osu,2026-06-15T05:50:10Z,2026-06-26T18:55:03Z,,29,1003,32,crates/admin-cli/src/rpc.rs|crates/admin-cli/src/site_explorer/get_report/cmd.rs|crates/api-core/src/api.rs|crates/api-core/src/auth/internal_rbac_rules.rs|crates/api-core/src/handlers/site_explorer.rs|crates/api-core/src/tests/common/api_fixtures/mod.rs|crates/api-db/migrations/20260614120000_site_explorer_run_status.sql|crates/api-db/src/lib.rs,10,yes,high,high-signal-path|proto-change|config-or-schema-file|strong-keywords:9|weak-keywords:1|negative-keywords:3
2701,https://github.com/NVIDIA/infra-controller/pull/2701,feat(rest-api): return valid JSON from DELETE endpoints,closed,True,osu,2026-06-19T07:07:51Z,2026-06-23T17:53:27Z,,46,808,271,rest-api/api/pkg/api/handler/allocation.go|rest-api/api/pkg/api/handler/deletion_response_test_helper_test.go|rest-api/api/pkg/api/handler/infinibandpartition.go|rest-api/api/pkg/api/handler/instance.go|rest-api/api/pkg/api/handler/instance_test.go|rest-api/api/pkg/api/handler/instancetype.go|rest-api/api/pkg/api/handler/ipblock.go|rest-api/api/pkg/api/handler/machine.go,10,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:6|weak-keywords:2|negative-keywords:2
2840,https://github.com/NVIDIA/infra-controller/pull/2840,fix(site-agent): mount Core-gRPC certs where the binary reads them + …,closed,True,mnoori-afk,2026-06-24T12:23:25Z,2026-06-24T17:38:28Z,,2,26,3,helm/rest/nico-rest-site-agent/templates/statefulset.yaml|rest-api/site-agent/pkg/components/managers/coregrpc/metrics.go,10,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:8|weak-keywords:1|negative-keywords:1
2860,https://github.com/NVIDIA/infra-controller/pull/2860,Adding decline-probation-period to kea config,closed,True,stoo-davies,2026-06-24T20:54:00Z,2026-06-25T20:37:55Z,,9,24,2,crates/dhcp/examples/kea-dhcp4-carbide.conf|crates/dhcp/tests/common/kea.rs|deploy/files/kea_config.json|dev/deployment/kea-dhcp4-carbide.conf|dev/kea-dhcp4.conf.example|helm/charts/nico-dhcp/templates/_helpers.tpl|helm/charts/nico-dhcp/tests/apiservice_test.yaml|helm/charts/nico-dhcp/values.yaml,10,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:7|weak-keywords:1|negative-keywords:1
2894,https://github.com/NVIDIA/infra-controller/pull/2894,fix(rest-api): Add soft-deletion tag for DPU Extension Service deleted timestamp,closed,True,thossain-nv,2026-06-25T18:51:21Z,2026-06-25T19:33:33Z,,2,9,1,rest-api/db/pkg/db/model/dpuextensionservice.go|rest-api/db/pkg/db/model/dpuextensionservice_test.go,10,yes,high,high-signal-path|ops/config-path|strong-keywords:4|weak-keywords:1
2942,https://github.com/NVIDIA/infra-controller/pull/2942,fix(site-agent): use mTLS for Flow gRPC and protect temporal-certs secret,closed,True,shayan1995,2026-06-27T00:13:26Z,2026-06-29T20:43:07Z,,3,19,3,helm/rest/nico-rest-site-agent/templates/temporal-certs-secret.yaml|helm/rest/nico-rest-site-agent/values.yaml|rest-api/site-workflow/pkg/grpc/client/flow_client.go,10,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:8|weak-keywords:1|negative-keywords:1
2139,https://github.com/NVIDIA/infra-controller/pull/2139,chore(rest-api): Apply our new FromProto/ToProto modeling to Machine,closed,True,chet,2026-06-02T23:53:41Z,2026-06-04T01:37:23Z,,3,95,19,rest-api/api/pkg/api/handler/machine.go|rest-api/db/pkg/db/model/machine.go|rest-api/db/pkg/db/model/machine_test.go,9,yes,high,high-signal-path|ops/config-path|strong-keywords:7|weak-keywords:2|negative-keywords:2
2140,https://github.com/NVIDIA/infra-controller/pull/2140,chore(rest-api): Apply our FromProto/ToProto modeling to the Instance delete flow,closed,True,chet,2026-06-02T23:58:52Z,2026-06-03T18:01:31Z,,7,151,31,rest-api/api/pkg/api/handler/instance.go|rest-api/api/pkg/api/handler/instancebatch.go|rest-api/api/pkg/api/handler/util/common/common.go|rest-api/api/pkg/api/model/instance.go|rest-api/api/pkg/api/model/instance_test.go|rest-api/db/pkg/db/model/instance.go|rest-api/db/pkg/db/model/instance_test.go,9,yes,high,high-signal-path|ops/config-path|strong-keywords:7|weak-keywords:2|negative-keywords:2
2142,https://github.com/NVIDIA/infra-controller/pull/2142,feat: Add core component manager integration for compute tray in Flow,closed,True,kunzhao-nv,2026-06-03T00:26:10Z,2026-06-03T18:13:57Z,,13,2211,1104,rest-api/flow/cmd/serve.go|rest-api/flow/cmd/serve_test.go|rest-api/flow/docs/component-manager-architecture.md|rest-api/flow/docs/component-manager-config.md|rest-api/flow/docs/flow-architecture.md|rest-api/flow/internal/task/componentmanager/builtin/builtin_test.go|rest-api/flow/internal/task/componentmanager/builtin/helpers.go|rest-api/flow/internal/task/componentmanager/builtin/manifest.go,9,yes,high,high-signal-path|ops/config-path|non-doc-markdown-only-hint|strong-keywords:7|weak-keywords:3|negative-keywords:1
